customer_id,company_revenue_millions,days_since_last_purchase,marketing_engagement_score,equipment_age_years,industry_segment,high_value_upgrade_next_quarter
1,42.312020976313335,360,6,9.550103157625749,Photonics,0
2,16.323463450359366,385,13,4.081839825836245,Advanced Electronics,0
3,53.065808182774596,56,7,7.271630897431059,Semiconductor,0
4,197.26436523184105,118,8,0.9510127647201677,Semiconductor,0
5,14.13663900260276,388,7,8.727793066759595,Photonics,1
6,14.136987145109225,253,8,6.58814557860236,Semiconductor,0
7,214.6093123536837,286,6,8.837272828986604,Semiconductor,0
8,63.50712432687448,268,6,9.579989601236084,Semiconductor,0
9,9.93226373238329,291,7,1.5262929610565876,Semiconductor,0
10,45.32415282646871,333,11,7.148059389122089,Advanced Electronics,1
11,10.022909880991904,180,11,7.9743563896386505,Life Sciences,0
12,9.988209722505943,358,4,6.442265670367442,Photonics,0
13,28.87405402738814,235,8,2.597708080048906,Semiconductor,0
14,1.13891907527141,343,6,9.649368766663976,Advanced Electronics,0
15,1.5107757358015208,196,9,11.970770781655382,Photonics,0
16,8.641435424732524,308,9,11.646607902928013,Advanced Electronics,0
17,4.396256219345463,80,5,9.441589997238161,Semiconductor,0
18,32.18083209959461,135,8,5.3082388120438475,Semiconductor,0
19,5.144683681912642,22,16,4.378955725160255,Photonics,1
20,2.414626092503951,331,11,1.2882766896595657,Semiconductor,0
21,180.99567815468586,225,10,5.28729249314444,Advanced Electronics,0
22,14.315395252915078,58,11,2.2945588739156886,Photonics,1
23,22.226656393890497,93,12,3.424849205319327,Semiconductor,1
24,2.369971004490049,192,14,10.756697891539538,Photonics,0
25,8.876664909570573,103,8,11.638044762379018,Semiconductor,0
26,23.721549214114077,396,6,11.408428505356245,Semiconductor,0
27,3.5733718072345333,7,12,2.7235903871989953,Semiconductor,0
28,35.28814343598512,128,12,10.860283394706213,Semiconductor,0
29,8.158350183354802,55,7,2.127310960353049,Semiconductor,0
30,12.96767049867536,231,17,6.338092390575723,Semiconductor,0
31,8.145291918788542,362,8,7.902128723540295,Semiconductor,0
32,323.24717452012135,62,6,5.818369040654816,Semiconductor,0
33,19.682977243753804,240,4,11.446130507293299,Advanced Electronics,0
34,4.110043476048351,90,9,4.331946315553459,Semiconductor,0
35,68.98005246938713,232,12,6.564843125627731,Semiconductor,0
36,3.2179178663391745,233,7,1.3676742580161316,Semiconductor,0
37,27.475519068577547,354,12,10.300582670898805,Semiconductor,0
38,1.0623620883378329,333,15,5.253679053355364,Life Sciences,0
39,2.7393507140729003,375,3,8.55611932930797,Photonics,0
40,26.98528867987125,292,15,8.34582475706831,Advanced Electronics,1
41,60.80669329447206,345,13,8.277023267593838,Semiconductor,0
42,25.972867145242382,152,10,6.329790205710571,Photonics,0
43,16.88672105047059,145,13,3.6914660913001676,Life Sciences,0
44,12.785918608054866,130,7,7.688587423455943,Semiconductor,0
45,2.186313986129745,141,14,11.560602293829009,Photonics,0
46,6.822552627655198,93,9,10.09041644338261,Photonics,0
47,10.064776403159765,114,12,1.7508346628684306,Life Sciences,0
48,98.07017946082509,284,9,0.766655118245326,Semiconductor,1
49,33.63029959756979,143,9,6.238170604009999,Photonics,0
50,1.4268079793346802,223,13,9.422037544719466,Semiconductor,0
51,32.65917915183427,232,17,4.109879361422884,Life Sciences,0
52,11.27261777639893,33,12,8.564240195898616,Photonics,1
53,7.2762600407753695,276,15,11.217094538746304,Advanced Electronics,0
54,50.275326668031305,170,11,5.778321829748692,Advanced Electronics,0
55,94.30170628949261,140,13,3.3078360466521515,Photonics,0
56,81.20040043932866,357,12,11.054215413922842,Photonics,0
57,5.704034406940059,201,10,5.931035586042721,Photonics,0
58,12.631345164870295,23,9,5.190152026763766,Semiconductor,0
59,33.01279280507619,224,10,4.563658072720625,Semiconductor,0
60,86.77492441342731,368,17,5.36469495304635,Semiconductor,0
61,9.788797731520432,270,9,8.24706532309712,Semiconductor,0
62,15.20328518367412,347,8,5.4877757130317715,Life Sciences,1
63,3.8209441011894762,153,14,4.228574718431032,Semiconductor,0
64,3.339062449625447,333,11,9.051833153936775,Advanced Electronics,0
65,67.95112750330641,85,11,2.8341714107805562,Semiconductor,0
66,153.60126292630497,109,11,2.822237833370213,Semiconductor,0
67,18.029058505451786,31,12,8.509008670313003,Semiconductor,0
68,90.49542951537467,229,9,10.467125097178942,Semiconductor,0
69,34.551606175544165,240,6,3.273924654216988,Semiconductor,0
70,7.631774355214104,378,11,2.69793721222894,Photonics,0
71,34.53914810019868,363,8,8.208517634843652,Photonics,0
72,201.7551532750533,310,10,7.639229000391257,Advanced Electronics,0
73,19.034648836053382,389,7,5.64340198497554,Photonics,0
74,209.97017224926483,141,8,1.6023973582557711,Life Sciences,0
75,0.39470459440528033,156,12,1.5555324562915442,Advanced Electronics,0
76,68.91361450655096,299,13,9.439430574010077,Semiconductor,0
77,22.887035213531696,345,15,5.695344850050383,Semiconductor,0
78,12.826187435076436,371,5,10.366621549277927,Semiconductor,0
79,23.049432870038782,99,7,7.109436992696917,Semiconductor,0
80,1.0188215620864038,47,10,7.615488624002776,Photonics,0
81,14.447077836260839,327,15,11.243236081948368,Life Sciences,0
82,34.31796085705533,67,14,2.393082781453537,Photonics,0
83,184.35091113961295,62,6,6.744778636915453,Advanced Electronics,0
84,9.231251895101748,109,11,1.1685938996093999,Semiconductor,0
85,5.973061414164454,167,6,4.62763805064437,Semiconductor,0
86,9.462763211232438,37,13,2.2031327477138594,Advanced Electronics,0
87,79.28929902152203,119,10,2.6601135662725612,Semiconductor,0
88,32.88861879005342,86,7,11.250139280696073,Advanced Electronics,0
89,9.073514672918426,382,8,7.522849074356129,Semiconductor,0
90,43.37577691406339,392,11,10.759818531682864,Advanced Electronics,0
91,23.23399072802754,52,10,5.60048212049362,Advanced Electronics,0
92,85.8814181300068,91,14,7.372898486628909,Photonics,0
93,7.007075043939443,289,14,0.8690868902186532,Advanced Electronics,0
94,12.286569805477702,337,12,5.899275671154842,Semiconductor,1
95,11.154441621640272,298,11,6.986651743453564,Semiconductor,0
96,2.236087256032519,204,13,0.6929437140537672,Semiconductor,0
97,31.317605504471242,368,10,9.579125533471863,Semiconductor,0
98,29.712947936651837,238,8,3.8973643191809635,Semiconductor,0
99,20.240189053502128,382,8,5.7036013620488575,Advanced Electronics,1
100,14.127444159971681,155,7,6.6597482810054816,Semiconductor,0
101,2.4035429715331382,240,16,11.910267260976983,Life Sciences,0
102,10.6870423880305,136,12,1.640617689053103,Life Sciences,0
103,12.01226516889301,362,12,6.885714965581728,Photonics,0
104,6.029017705150965,381,13,6.601832676703097,Life Sciences,1
105,15.769401248532551,369,13,1.2924614994365948,Advanced Electronics,0
106,36.821292751423115,64,10,7.790291142243933,Photonics,0
107,340.1133185096531,123,8,3.798825989778822,Photonics,0
108,26.09820972979136,254,12,1.693331610893138,Photonics,1
109,29.55714730218169,114,10,2.5543822055622063,Semiconductor,0
110,17.963306084296807,20,3,9.971437181977016,Semiconductor,0
111,1.1295769443024692,16,12,1.6974347680300297,Photonics,0
112,19.302395103268164,145,1,5.869664964763733,Semiconductor,1
113,21.984668298950986,208,11,2.745640893561044,Life Sciences,0
114,808.2433336804106,19,10,2.3666784139776382,Photonics,0
115,15.051212501423038,376,8,2.8656852332963343,Semiconductor,1
116,31.573590058187023,392,7,6.167003746975634,Semiconductor,0
117,19.066490028631872,166,8,3.2345668427830696,Semiconductor,0
118,3.4798282654870327,38,8,1.612428929054444,Semiconductor,0
119,111.52337629237847,181,11,9.716109996342439,Semiconductor,1
120,62.04745832145802,349,7,6.707946136474385,Life Sciences,0
121,65.79526798111122,105,8,2.30381700223858,Semiconductor,0
122,5.134173200254283,100,13,5.921443259269956,Photonics,0
123,164.71084242949576,90,10,1.2861687485384636,Semiconductor,0
124,2.452783263808398,300,11,7.174943431615723,Life Sciences,1
125,48.43804897372346,332,14,4.413505425376788,Photonics,1
126,536.8310564196096,79,14,1.6905780907468875,Photonics,0
127,4.545762645324027,73,9,2.6119042734865703,Advanced Electronics,0
128,8.589610620686662,176,12,4.475581105783355,Photonics,0
129,23.323864121105487,396,15,9.773685724360792,Semiconductor,0
130,9.438400420565932,96,9,2.4981905066429686,Semiconductor,0
131,1.9620794474179606,345,9,1.7611385471671805,Semiconductor,0
132,22.261182401612313,103,13,6.433298574355369,Semiconductor,0
133,4.081825967734617,224,11,6.925015085773046,Semiconductor,0
134,40.86968727934749,6,10,1.5377751531752974,Advanced Electronics,0
135,5.057456296255388,122,14,3.771571510883973,Semiconductor,0
136,205.38815082233484,236,8,3.521786436013922,Semiconductor,0
137,6.203539780659733,116,9,2.6415485088028263,Life Sciences,0
138,12.390223394338797,163,11,4.129838462807518,Life Sciences,0
139,68.05225228519755,226,11,0.9267478826904114,Life Sciences,0
140,3.1699110429959982,230,13,7.992822503965002,Photonics,1
141,28.252724683251266,182,12,11.867602167889173,Semiconductor,0
142,142.69566297636752,249,6,7.791537825896361,Advanced Electronics,0
143,1.8017801495399295,318,10,4.652379181253542,Semiconductor,0
144,26.494860950729482,210,11,8.180968463175283,Semiconductor,0
145,29.660737198461486,144,7,7.072433091771128,Semiconductor,0
146,64.89264620539863,392,9,10.237716201754463,Photonics,0
